Price,Close,Close,Close,High,High,High,Low,Low,Low,Open,Open,Open,Volume,Volume,Volume
Ticker,AAPL,KO,SPY,AAPL,KO,SPY,AAPL,KO,SPY,AAPL,KO,SPY,AAPL,KO,SPY
Date,,,,,,,,,,,,,,,
2010-01-04,6.431896209716797,17.818307876586914,85.7684326171875,6.446622696457914,17.87453685281452,85.81383892159324,6.382907969735801,17.774574493219962,84.39105223541063,6.414464784362005,17.855793463523543,85.0419028769701,493729600,13870400,118944600
2010-01-05,6.44301700592041,17.602767944335938,85.99549865722656,6.479382603086922,17.802693910525676,86.03334110617696,6.409055397550002,17.53716785112222,85.40519340686147,6.449629078593121,17.75895932340421,85.71548532120299,601904800,23172400,111579900
2010-01-06,6.340530872344971,17.59652328491211,86.05601501464844,6.46856180575513,17.630884391126905,86.26791879926948,6.333918801147596,17.487188592478823,85.8441112300274,6.443015568304612,17.602769892117866,85.91222068625055,552160000,19264600,116074400
2010-01-07,6.328810214996338,17.55278205871582,86.41927337646484,6.371487735528592,17.609011035481643,86.5252252572591,6.282827460801755,17.415334110868994,85.65490128735397,6.363974016902019,17.59651663414672,85.89707783973287,477131200,13234600,131091100
2010-01-08,6.370886325836182,17.2279052734375,86.7069091796875,6.371487824601399,17.380972119269718,86.7447516347719,6.28312889991774,17.102951724817224,86.01822153394556,6.320395339759796,17.32474314155513,86.19228296985868,447610800,28712400,126402800
2010-01-11,6.3146867752075195,17.577781677246094,86.82796478271484,6.40154297071308,17.63401068098659,87.13068120336374,6.26479647699497,17.118578543913976,86.45712735171242,6.395531994719579,17.22791324747424,87.09284453775544,462229600,28642400,106375700
2010-01-12,6.242856025695801,17.76833152770996,86.01817321777344,6.304467723257338,17.805817124838313,86.4344111201623,6.203785887972335,17.512177762649202,85.68517827670655,6.287035492695438,17.521548864019877,86.25278014046434,594459600,23269800,163333500
2010-01-13,6.33091402053833,17.8151912689209,86.7447280883789,6.3393293853526735,17.940144869550814,86.9869047229168,6.13405981009821,17.70898106587922,85.79872470753614,6.247364278748396,17.762086763222985,86.23766588804791,605892000,15157400,161822000
2010-01-14,6.294246196746826,17.846426010131836,86.97930908203125,6.325202305812994,17.883911604725522,87.13823690963754,6.281924103609089,17.733968034705203,86.59333820130475,6.314683504539299,17.818311516275177,86.64631414384017,432894000,12392600,115718800
2010-01-15,6.189058303833008,17.58401870727539,86.0030517578125,6.359465821078557,17.915143535785337,86.911212618453,6.187255011466389,17.505923048982265,85.67005674773621,6.33932905631798,17.79019119750344,86.82796963987987,594067600,27460800,212283100
2010-01-19,6.462851524353027,17.624629974365234,87.07775115966797,6.467359755095036,17.6464978579573,87.13072713860498,6.228429544768198,17.468438636662693,85.96524982804219,6.261188151026868,17.562154392600487,85.98795876811404,730007600,14615400,139172700
2010-01-20,6.363375186920166,17.337236404418945,86.19223022460938,6.47818163107102,17.615256761502252,86.61603774725582,6.2963540009153,17.271636336451124,85.5035430003089,6.458946907012542,17.543408897778658,86.48738271701592,612152800,18810200,216490200
2010-01-21,6.253375053405762,16.984243392944336,84.53485107421875,6.410859410072198,17.36222728386581,86.47983359345213,6.227528659861324,16.928014423770733,84.42889916841972,6.373893112505164,17.352854994573427,86.21495382895455,608154400,27396800,344859600
2010-01-22,5.943216323852539,16.943639755249023,82.65040588378906,6.2362445740977535,17.13731671368218,84.56511541356973,5.925484747683451,16.862419578339754,82.5595874990686,6.214605863638267,16.978000854476978,84.15644134324553,881767600,23551400,345942400
2010-01-25,6.103103160858154,16.977996826171875,83.07422637939453,6.152090996706975,17.037350293287357,83.55858539925732,6.0165471366169285,16.831177788609693,82.80178273076929,6.086272833957545,17.021731398863114,83.40722140119203,1065699600,16853200,186937500
2010-01-26,6.189359188079834,16.912391662597656,82.72611236572266,6.422880345749358,17.024849575225634,83.60400638676013,6.088377217674999,16.828048228126672,82.5217781499003,6.189659736823896,16.890524978658316,82.74881552593101,1867110000,15515000,211168800
2010-01-27,6.247664928436279,17.027984619140625,83.11962127685547,6.328810688068745,17.074842512264144,83.30882190485126,5.996711924017105,16.774955332881643,81.98441750888075,6.2167088066475396,16.86866992748296,82.62012884745302,1722568400,20414800,271863600
2010-01-28,5.989497184753418,16.924894332885742,82.16606903076172,6.176133895331668,17.13106686175713,83.43749779961853,5.97176561583505,16.90927543662867,81.66658225046783,6.15900342375064,17.090456778172424,83.39209148521356,1173502400,20905200,316104000
2010-01-29,5.772209644317627,16.946758270263672,81.27303314208984,6.076959380334382,17.162301863510695,83.0969302332193,5.7178115020460565,16.837424822597473,81.14437808205342,6.0432987090555,17.006110543047438,82.52175862360038,1245952400,22146800,310677600
2010-02-01,5.852450370788574,16.98737335205078,82.53691864013672,5.890619250277496,17.04360233931531,82.5444882854949,5.749364582060709,16.86866757986505,81.35630801795797,5.7815224880028415,17.027982249350842,81.84823103518167,749876400,14517600,187865000
2010-02-02,5.88641357421875,17.19666862487793,83.53587341308594,5.900238818086442,17.24664981278183,83.69480127478081,5.811879483178748,16.915524889785562,82.40066945188319,5.88791671938414,17.034229466278877,82.68825815071328,698342400,16888600,216327900
2010-02-03,5.987695217132568,17.14043426513672,83.11962127685547,6.016848043175157,17.168548748995196,83.6115440644335,5.843134485660221,17.034224125187496,82.87744470397865,5.865675239529576,17.15605315802584,83.15745793808766,615328000,15899400,172730700
2010-02-04,5.771907329559326,16.69061279296875,80.55406951904297,5.961849330982893,17.08109128580136,82.51418545544911,5.757480989056238,16.68124169046742,80.53893023383502,5.9125601367974125,17.04048118888595,82.47634879032029,757652000,21342800,356715700
2010-02-05,5.874390602111816,16.584400177001953,80.72057342529297,5.890620233396801,16.69061035923124,80.88706515818822,5.735840848867724,16.409465408728533,79.14642252745234,5.789337719829354,16.63125806596761,80.64488854113166,850306800,29285000,493585800
2010-02-08,5.834118366241455,16.446945190429688,80.1378173828125,5.947122281921054,16.640622078469693,81.22761484570208,5.830511781455936,16.42195400918834,80.07727179621976,5.881303714651996,16.640622078469693,80.78109836201179,478270800,16721200,224166900
2010-02-09,5.896331310272217,16.871789932250977,81.14436340332031,5.935701994121879,17.1748015474764,81.84818994565588,5.853053091266943,16.671865185084073,80.42539757786864,5.903243530501275,16.771827558667525,81.07624817718732,632886800,31495000,337820500
2010-02-10,5.864171981811523,16.803071975708008,80.9854507446289,5.908652789447505,17.05610129427174,81.43196152313467,5.838325595387867,16.60939377160619,80.30432722543331,5.8873134298559675,17.05610129427174,81.01572354258712,370361600,18717600,240511500
2010-02-11,5.970865249633789,16.937389373779297,81.83309173583984,6.003324113722218,16.971751659410643,81.92391015828542,5.8323154845014855,16.640625587998542,80.4103044278783,5.856960081004423,16.743711253247223,80.87952428292566,550345600,26327200,223591600
2010-02-12,6.022257328033447,16.862424850463867,81.76494598388672,6.060125662403742,16.99362625739751,81.81035228799642,5.875592769841609,16.749966842133862,80.60703903752865,5.954033975665823,16.843681451860228,80.97030101829642,655468800,24640000,304622100
2010-02-16,6.1130218505859375,17.12482452392578,83.05152893066406,6.121737362950049,17.12482452392578,83.13477769183449,6.056519890158769,16.846804030328997,81.59846909305651,6.069142536219442,17.02798542962922,82.38554461524724,543737600,19339400,159317500
2010-02-17,6.087474346160889,17.284135818481445,83.44505310058594,6.140369305915803,17.352859203973633,83.5585746410324,6.036682023252551,17.106076578475225,83.05151253023095,6.136762721950721,17.12169666720321,83.45261696905575,436396800,17064600,168845100
2010-02-18,6.0988969802856445,17.465314865112305,83.9369888305664,6.127749262980207,17.468438167458515,84.11105021525752,6.03848787704189,17.227904562505255,83.27856841391136,6.059826038688119,17.227904562505255,83.30884121428075,422825200,17264600,193708600
2010-02-19,6.061028003692627,17.405960083007812,84.11109161376953,6.107011161432027,17.46218905031183,84.4365171604783,6.044197674401962,17.237273181095752,83.52078615089063,6.066738831398435,17.430950073117856,83.71755656316664,415469600,18944800,222684900
2010-02-22,6.0234599113464355,17.29975700378418,84.12618255615234,6.085972846504262,17.44970058057109,84.44403827286628,5.986493619512739,17.265394710670293,83.87643630418606,6.081164467851108,17.43095718660562,84.42133511795039,390563600,13487600,132346900
2010-02-23,5.9224772453308105,17.127946853637695,83.10449981689453,6.050808735508546,17.368480523881914,84.15645507225172,5.881904373320494,17.115451257570413,82.88502634847485,6.010836559651006,17.30912823003077,83.8991449344849,575094800,14835600,207497000
2010-02-24,6.030673027038574,17.231029510498047,83.86886596679688,6.054115024844004,17.237277307432468,84.00509066911002,5.945919491152342,17.084209261652713,83.14233614577536,5.9576408913217085,17.1810483266681,83.35423995516342,460566400,14470600,176350700
2010-02-25,6.070947170257568,16.593767166137695,83.75533294677734,6.096793565582253,16.737464100589108,83.81587853372231,5.917370338570669,16.434452528095353,82.44606782927602,5.932096829106841,16.600014962561264,82.67310511940218,665126000,63648600,259634700
2010-02-26,6.14968729019165,16.46881675720215,83.8083267211914,6.166217069132859,16.584398025572412,84.09591543338894,6.070945528989286,16.315748705864127,83.33154311394537,6.082365979502607,16.584398025572412,83.83102987763938,507460800,63095400,173589300
2010-03-01,6.2810235023498535,16.64063262939453,84.67863464355469,6.296350682231176,16.67187043410731,84.76188338379366,6.174631277805684,16.490689021810645,84.13373589797051,6.183647336782919,16.62501372703814,84.15643905004566,550093600,39449800,147709700
2010-03-02,6.276818752288818,16.650005340576172,84.91326904296875,6.336325812622553,16.771834459026756,85.32194323433058,6.243458235073306,16.603148628981476,84.7619107975519,6.309276820525311,16.674996540076794,85.04192990291472,566546400,24506200,160992400
2010-03-03,6.291243076324463,16.846799850463867,84.98896026611328,6.307472710239651,16.906152137093134,85.49601677734613,6.249468401498559,16.61251281511528,84.77705062322963,6.27952247658583,16.64999840711032,85.13274887777868,372052800,26574200,150785000
2010-03-04,6.332717418670654,17.015485763549805,85.24624633789062,6.33902894238673,17.193543804217203,85.36733752813431,6.270204482806725,16.968627882681368,84.78459627949164,6.289740552718408,17.087333640341438,85.10245199296268,366041200,28983200,135770400
2010-03-05,6.580364227294922,17.087329864501953,86.4646987915039,6.602904981665259,17.165425520928704,86.53280825538181,6.450529979692463,16.981119724095766,85.5943746291854,6.459846990689096,17.0842053709236,85.7987145687106,899620400,24238600,176118800
2010-03-08,6.584271430969238,17.01236343383789,86.47984313964844,6.614625650416566,17.140440307309262,86.66904381716701,6.559326286398969,16.968630041673848,86.32848490721217,6.61222166172306,17.093583612124455,86.47227926978914,429889600,18915600,114631200
2010-03-09,6.70268440246582,16.924894332885742,86.62362670898438,6.762191445138996,17.05297118882637,87.02473117151497,6.54850651744897,16.853046456786892,86.17711593716979,6.561129162672573,16.97487551589561,86.22252224645378,920259200,23070000,154556700
2010-03-10,6.757382869720459,16.93114471435547,87.00959014892578,6.776617988763062,16.984249208065304,87.24419709190242,6.708094482240464,16.88116352371568,86.58578256833695,6.7270286512813575,16.9498869160669,86.66146166859278,596218000,21574800,186088800
2010-03-11,6.777217864990234,16.880756378173828,87.37287139892578,6.777217864990234,16.937445583139688,87.39558033055887,6.711700251132515,16.69179316255351,86.54038956472111,6.7294326254043755,16.937445583139688,86.80526936097534,405700400,29130600,160791100
2010-03-12,6.81027889251709,16.802017211914062,87.38043212890625,6.844239697013196,16.934292390171542,87.7664030920437,6.78473265037516,16.77367261667307,87.13825551504364,6.833419942157783,16.909096660446874,87.7512638058327,416323600,22334400,162074800
2010-03-15,6.727327346801758,16.896501541137695,87.4031753540039,6.777216416741944,16.95633960260455,87.46372097871301,6.619432386977929,16.808317680440833,86.72962115747377,6.773610635448098,16.921696071766352,87.22911390040096,493502800,23874000,146816800
2010-03-16,6.745662212371826,16.912248611450195,88.09939575195312,6.7615908948700065,16.965787740981803,88.18263872811004,6.687357359884154,16.87130614678572,87.40313295346293,6.73754779738094,16.943742075716006,87.64530956086733,446908000,22287800,168673000
2010-03-17,6.735746383666992,16.95633888244629,88.62158203125,6.805772255681087,17.003580277291725,88.90917071044102,6.710200535301072,16.880752890973305,88.10695603969006,6.759188390194128,16.95003994970699,88.3642719224428,450956800,26074400,177468100
2010-03-18,6.751672744750977,16.990976333618164,88.57620239257812,6.762191549054514,17.01932092010598,88.75026380707378,6.6903620075132215,16.924839365612645,88.2205041447645,6.7351421633025685,16.9752296081023,88.62917835880906,342109600,23496200,196509100
2010-03-19,6.679543495178223,17.242931365966797,88.1278076171875,6.769405570597683,17.340563008030948,89.13090046823291,6.64888792206765,16.880750591875707,87.78584058754723,6.755881277286181,17.242931365966797,88.1278076171875,559445600,43610800,226641100
2010-03-22,6.754678249359131,17.176795959472656,88.5989761352539,6.792246439510847,17.27442640909708,88.75856426815203,6.616429043072803,17.13270463365536,87.57308638185992,6.626046602475909,17.161049229023412,87.62628049358484,456419600,18127400,184477800
2010-03-23,6.863174915313721,17.416154861450195,89.22212219238281,6.875797964573612,17.42875273032968,89.29811295806545,6.735143537563871,17.135858886575654,88.43940049245273,6.781427248983313,17.230340500373973,88.72817351886003,602431200,19081200,182941600
2010-03-24,6.893529415130615,17.201995849609375,88.78894805908203,6.918474561685097,17.43505161765442,89.2373033590466,6.837628146643048,17.198846983097464,87.83145413295543,6.841535681905854,17.390960278094276,88.88774125618284,597780400,17052600,196072600
2010-03-25,6.811781406402588,17.25867462158203,88.64458465576172,6.9416160603348,17.378351900446283,89.7996594036423,6.799759456260702,17.21143444407642,88.53819642099867,6.940112915300371,17.29331813925838,89.38930229910311,542284400,16638800,223396300
2010-03-26,6.939512252807617,17.21143913269043,88.59138488769531,6.971068666458749,17.312219647167424,89.22971425555865,6.868884503264586,17.164197740917498,88.24182273895251,6.880906452769786,17.255530457599303,88.81176215928345,640875200,16276800,205808500
2010-03-29,6.984291076660156,17.249237060546875,89.15374755859375,7.028771481362259,17.309075134782585,89.31332994363733,6.961150030749734,17.217742388792118,88.67500040346305,7.002624948476476,17.258684861373858,89.03975848421258,540744400,13853600,134513500
2010-03-30,7.088278293609619,17.280729293823242,89.21453094482422,7.13726732848774,17.3374184975247,89.5412964902568,7.040191306062119,17.19884555592047,88.84217209463691,7.110819043943348,17.290178295372684,89.26012424957895,527310000,13631600,145772500
2010-03-31,7.062732219696045,17.321672439575195,88.9105453491211,7.111120158316953,17.413005182592315,89.30570077745226,7.0465033927017835,17.16420269012451,88.61417732844188,7.077459507015385,17.25553543314163,88.87254707048086,430659600,22922000,161078700
2010-04-01,7.091887950897217,17.416154861450195,89.51847839355469,7.174837017130003,17.457097334609067,89.86043969274654,6.99511363902552,17.362615720810744,88.98653150870588,7.135166178189813,17.43505166476942,89.51847839355469,603145200,14346000,161215200
2010-04-05,7.167623043060303,17.277576446533203,90.24801635742188,7.16822414056218,17.498034276641864,90.308805494253,7.055821315311254,17.21143945792016,89.60968114004044,7.062133240347657,17.498034276641864,89.86045589678757,684507600,19191800,105847600
2010-04-06,7.199178218841553,17.098060607910156,90.46076965332031,7.220215822907283,17.271277040604595,90.62035196734742,7.1228404628204816,17.076014945643507,89.89083033277096,7.158905500171129,17.271277040604595,89.98961772781938,447017200,17604200,110384200
2010-04-07,7.231037139892578,16.95003890991211,89.94402313232422,7.270708769817774,17.101209682185974,90.70394221536331,7.172731488661108,16.868155192121538,89.52606531756372,7.1994799244308725,17.101209682185974,90.27838938413262,628502000,24060800,184576300
2010-04-08,7.211502552032471,16.931142807006836,90.25560760498047,7.259288600916294,16.937441739617974,90.40759493501828,7.154098942860059,16.830362288025732,89.36650346572361,7.226229039957672,16.937441739617974,89.632474046135,572989200,19466800,158704000
2010-04-09,7.266801834106445,17.192548751831055,90.84835815429688,7.269808124195066,17.198847686511392,90.88635064213452,7.226830053422004,16.95949297425429,90.27841865721277,7.255982881441017,16.978389778295305,90.4455960396023,334182800,20640600,133006500
2010-04-12,7.281830787658691,17.246084213256836,90.99271392822266,7.305272792935733,17.277578879935845,91.22829279819203,7.26740444439063,17.167349348657346,90.85592825452916,7.27912544702915,17.21144188200796,90.9623164676549,333026400,16930400,110279000
2010-04-13,7.28603458404541,17.327970504760742,91.06111907958984,7.297155286873386,17.346867306250775,91.22070141577916,7.246362959386729,17.211443232402505,90.43038475246776,7.26890451246692,17.22089103244813,90.90153674340053,306210800,15055000,125043600
2010-04-14,7.3840155601501465,17.30592155456543,92.09461212158203,7.387622146251402,17.340565083360108,92.09461212158203,7.33532825285045,17.211439967833574,91.25110132361444,7.371693458904336,17.331116083707933,91.39548203295381,404076400,13865200,161609000
2010-04-15,7.481086730957031,17.088613510131836,92.17060852050781,7.484392365138607,17.249233297543906,92.3833849874712,7.378601638396809,17.04767224788051,91.91223295510663,7.386716051412082,17.24608323035619,91.94263042149052,376784800,20351000,144615300
2010-04-16,7.435405254364014,17.31222152709961,90.7039566040039,7.54780806893034,17.36576065561748,92.17060089883643,7.349750874821931,17.06026901214913,90.24040542599775,7.470568251081303,17.079165811190006,91.84383540938492,750545600,35075600,366786700
